operon	start	end	strand	N_genes	left	right	color	type
2054	1068959	1069375	+	1	1068959	1069375	lightblue	region
2055	1069530	1070306	+	1	1069530	1070306	lightblue	region
2057	1071120	1071623	+	1	1071120	1071623	lightblue	region
2059	1075395	1077987	+	2	1075395	1077987	lightblue	region
206	424375	425691	-	1	424375	425691	lightblue	region
2060	1078109	1080031	+	2	1078109	1080031	lightblue	region
2061	1082973	1081990	-	3	1081990	1082973	lightblue	region
2062	1084514	1085494	+	1	1084514	1085494	lightblue	region
2063	1085548	1089730	+	2	1085548	1089730	lightblue	region
2064	1089905	1091887	+	1	1089905	1091887	lightblue	region
2065	1092116	1093285	-	1	1092116	1093285	lightblue	region
2066	1093482	1094444	-	1	1093482	1094444	lightblue	region
2067	1094591	1095997	-	1	1094591	1095997	lightblue	region
2068	1096463	1097452	+	1	1096463	1097452	lightblue	region
2069	1097529	1098473	-	1	1097529	1098473	lightblue	region
207	425923	428434	+	4	425923	428434	lightblue	region
2070	1098795	1100657	+	1	1098795	1100657	lightblue	region
2071	1100755	1103994	-	1	1100755	1103994	lightblue	region
2072	1104097	1106272	+	2	1104097	1106272	lightblue	region
2073	1106472	1106708	+	1	1106472	1106708	lightblue	region
2074	1106923	1107639	-	1	1106923	1107639	lightblue	region
2076	1108273	1109070	-	1	1108273	1109070	lightblue	region
2078	1110488	1111599	+	2	1110488	1111599	lightblue	region
2079	1111707	1113158	-	1	1111707	1113158	lightblue	region
208	428763	432932	+	2	428763	432932	lightblue	region
2080	1113375	1114280	+	1	1113375	1114280	lightblue	region
2081	1114457	1114954	+	1	1114457	1114954	lightblue	region
2082	1115187	1116818	-	1	1115187	1116818	lightblue	region
2083	1117081	1118823	+	1	1117081	1118823	lightblue	region
2085	1119382	1120338	+	1	1119382	1120338	lightblue	region
2087	1120980	1121546	-	1	1120980	1121546	lightblue	region
2088	1121739	1122821	+	1	1121739	1122821	lightblue	region
209	438610	433178	-	7	433178	438610	lightblue	region
2090	1123284	1125641	-	1	1123284	1125641	lightblue	region
2093	1128487	1129872	+	1	1128487	1129872	lightblue	region
2095	1130167	1131735	+	1	1130167	1131735	lightblue	region
2097	1132790	1134028	-	1	1132790	1134028	lightblue	region
2098	1134371	1135033	+	2	1134371	1135033	lightblue	region
2099	1135326	1138252	+	2	1135326	1138252	lightblue	region
21	36028	38454	+	1	36028	38454	lightblue	region
210	439277	440167	-	1	439277	440167	lightblue	region
2100	1138353	1140483	+	2	1138353	1140483	lightblue	region
211	440465	441010	+	1	440465	441010	lightblue	region
212	441305	441901	-	1	441305	441901	lightblue	region
213	441961	445436	+	3	441961	445436	lightblue	region
214	445481	447385	-	1	445481	447385	lightblue	region
215	447869	454955	+	4	447869	454955	lightblue	region
216	455712	472211	+	14	455712	472211	lightblue	region
217	472316	472789	-	1	472316	472789	lightblue	region
218	473143	476402	+	2	473143	476402	lightblue	region
219	476517	477326	+	1	476517	477326	lightblue	region
22	39404	39403	-	2	39403	39404	lightblue	region
220	477809	482195	+	2	477809	482195	lightblue	region
221	482285	482767	-	1	482285	482767	lightblue	region
223	484925	485710	+	1	484925	485710	lightblue	region
224	485640	486500	-	1	485640	486500	lightblue	region
225	489151	487271	-	4	487271	489151	lightblue	region
226	489918	490283	-	1	489918	490283	lightblue	region
227	491970	491951	-	2	491951	491970	lightblue	region
228	498431	498430	-	2	498430	498431	lightblue	region
229	503555	504493	+	1	503555	504493	lightblue	region
23	40147	40557	+	1	40147	40557	lightblue	region
230	504561	508764	+	2	504561	508764	lightblue	region
231	508823	509539	-	1	508823	509539	lightblue	region
232	509854	510752	+	2	509854	510752	lightblue	region
234	511780	516493	+	3	511780	516493	lightblue	region
235	516574	516951	-	1	516574	516951	lightblue	region
236	517297	519206	+	2	517297	519206	lightblue	region
237	519296	519847	+	1	519296	519847	lightblue	region
239	520863	522293	+	1	520863	522293	lightblue	region
24	40676	42655	-	1	40676	42655	lightblue	region
240	522457	524196	+	2	522457	524196	lightblue	region
241	524383	525639	+	1	524383	525639	lightblue	region
242	526242	530501	+	4	526242	530501	lightblue	region
243	530583	531206	-	1	530583	531206	lightblue	region
244	531309	532289	+	1	531309	532289	lightblue	region
245	532494	534833	-	1	532494	534833	lightblue	region
246	534967	536340	+	1	534967	536340	lightblue	region
247	536611	538698	+	1	536611	538698	lightblue	region
248	538812	540497	-	1	538812	540497	lightblue	region
249	540703	541857	-	1	540703	541857	lightblue	region
25	43870	43863	-	2	43863	43870	lightblue	region
250	541993	543135	-	1	541993	543135	lightblue	region
251	543518	546592	+	1	543518	546592	lightblue	region
252	546604	547611	-	1	546604	547611	lightblue	region
253	547770	548114	+	1	547770	548114	lightblue	region
254	548111	548662	-	1	548111	548662	lightblue	region
255	549855	551306	-	1	549855	551306	lightblue	region
256	551510	552601	+	1	551510	552601	lightblue	region
257	552764	553948	+	1	552764	553948	lightblue	region
258	554030	555061	-	1	554030	555061	lightblue	region
259	555369	555677	-	1	555369	555677	lightblue	region
26	44953	45720	-	1	44953	45720	lightblue	region
260	555793	556707	-	1	555793	556707	lightblue	region
261	556818	557786	+	1	556818	557786	lightblue	region
262	558038	567492	+	3	558038	567492	lightblue	region
264	567934	569271	-	1	567934	569271	lightblue	region
266	570017	571123	+	1	570017	571123	lightblue	region
267	571221	572474	+	2	571221	572474	lightblue	region
268	574344	573755	-	3	573755	574344	lightblue	region
269	575374	576174	-	1	575374	576174	lightblue	region
27	45897	46940	+	1	45897	46940	lightblue	region
270	576502	577083	+	1	576502	577083	lightblue	region
271	577174	578435	+	2	577174	578435	lightblue	region
273	581138	580528	-	3	580528	581138	lightblue	region
274	582433	582753	+	1	582433	582753	lightblue	region
275	583190	590487	+	8	583190	590487	lightblue	region
276	590596	591678	+	1	590596	591678	lightblue	region
277	591951	592694	+	1	591951	592694	lightblue	region
278	592758	594275	+	1	592758	594275	lightblue	region
279	594432	595787	+	1	594432	595787	lightblue	region
28	47047	47475	+	1	47047	47475	lightblue	region
280	596904	596917	-	2	596904	596917	lightblue	region
281	598596	600068	-	1	598596	600068	lightblue	region
282	600946	602740	+	2	600946	602740	lightblue	region
283	602837	604084	+	1	602837	604084	lightblue	region
285	604728	613395	+	10	604728	613395	lightblue	region
286	613436	613819	-	1	613436	613819	lightblue	region
287	616830	616725	-	2	616725	616830	lightblue	region
288	618013	639235	+	19	618013	639235	lightblue	region
289	639612	640136	+	1	639612	640136	lightblue	region
29	48184	50988	+	1	48184	50988	lightblue	region
290	640296	640634	+	1	640296	640634	lightblue	region
291	640702	641547	+	1	640702	641547	lightblue	region
292	641564	643162	-	1	641564	643162	lightblue	region
293	643234	643992	-	1	643234	643992	lightblue	region
294	644030	644761	+	1	644030	644761	lightblue	region
295	644838	645308	-	1	644838	645308	lightblue	region
296	645365	647376	+	2	645365	647376	lightblue	region
297	647523	649967	-	1	647523	649967	lightblue	region
298	650285	651768	+	2	650285	651768	lightblue	region
299	652550	652547	-	2	652547	652550	lightblue	region
3	5785	6165	+	1	5785	6165	lightblue	region
30	51731	52393	-	1	51731	52393	lightblue	region
300	653757	654383	+	1	653757	654383	lightblue	region
301	654731	656152	+	1	654731	656152	lightblue	region
302	656248	657234	-	1	656248	657234	lightblue	region
303	657300	657878	-	1	657300	657878	lightblue	region
306	658679	659545	-	1	658679	659545	lightblue	region
307	659992	662643	+	1	659992	662643	lightblue	region
308	663219	663210	-	2	663210	663219	lightblue	region
309	666140	667564	+	1	666140	667564	lightblue	region
31	52545	53162	+	1	52545	53162	lightblue	region
310	667860	668825	+	1	667860	668825	lightblue	region
312	670035	672098	+	1	670035	672098	lightblue	region
313	672402	673217	+	1	672402	673217	lightblue	region
314	673463	680716	+	1	673463	680716	lightblue	region
315	680846	681979	-	1	680846	681979	lightblue	region
316	682140	683220	+	2	682140	683220	lightblue	region
317	684313	683755	-	3	683755	684313	lightblue	region
318	685137	686901	+	2	685137	686901	lightblue	region
319	687120	697918	+	11	687120	697918	lightblue	region
32	53363	55047	+	3	53363	55047	lightblue	region
320	698326	699465	+	1	698326	699465	lightblue	region
321	700020	701153	+	1	700020	701153	lightblue	region
323	707209	704594	-	5	704594	707209	lightblue	region
324	707985	713308	+	6	707985	713308	lightblue	region
325	713845	715506	+	1	713845	715506	lightblue	region
326	715640	716122	+	1	715640	716122	lightblue	region
327	716193	717446	-	1	716193	717446	lightblue	region
328	717667	718830	+	1	717667	718830	lightblue	region
329	720364	719431	-	4	719431	720364	lightblue	region
33	55186	56574	+	1	55186	56574	lightblue	region
330	722002	723295	+	2	722002	723295	lightblue	region
331	723486	725357	+	1	723486	725357	lightblue	region
332	725941	725926	-	2	725926	725941	lightblue	region
333	726761	728716	+	2	726761	728716	lightblue	region
334	728875	729312	+	1	728875	729312	lightblue	region
335	731486	730319	-	3	730319	731486	lightblue	region
336	732084	732371	+	1	732084	732371	lightblue	region
337	732438	732794	-	1	732438	732794	lightblue	region
338	733034	733402	+	1	733034	733402	lightblue	region
339	733468	734376	+	1	733468	734376	lightblue	region
34	59845	57833	-	4	57833	59845	lightblue	region
340	734500	741708	+	6	734500	741708	lightblue	region
341	741940	759614	+	18	741940	759614	lightblue	region
342	759758	760318	-	1	759758	760318	lightblue	region
343	760385	761317	+	1	760385	761317	lightblue	region
344	761547	762632	+	1	761547	762632	lightblue	region
345	762714	763337	-	1	762714	763337	lightblue	region
346	763706	764538	+	2	763706	764538	lightblue	region
347	764746	765273	+	1	764746	765273	lightblue	region
348	765352	767367	-	1	765352	767367	lightblue	region
349	767494	768705	+	1	767494	768705	lightblue	region
35	61014	63668	+	1	61014	63668	lightblue	region
350	768909	771051	+	2	768909	771051	lightblue	region
351	771134	771586	-	1	771134	771586	lightblue	region
352	771952	772452	+	1	771952	772452	lightblue	region
353	772456	773334	-	1	772456	773334	lightblue	region
354	773449	774584	+	2	773449	774584	lightblue	region
355	775235	775186	-	2	775186	775235	lightblue	region
356	775552	776325	-	1	775552	776325	lightblue	region
357	776418	776951	+	1	776418	776951	lightblue	region
358	777060	778706	+	1	777060	778706	lightblue	region
359	778762	779529	-	1	778762	779529	lightblue	region
36	63774	64088	-	1	63774	64088	lightblue	region
360	779594	780352	+	1	779594	780352	lightblue	region
361	780404	781693	-	1	780404	781693	lightblue	region
362	782089	791659	+	8	782089	791659	lightblue	region
363	792541	792548	-	2	792541	792548	lightblue	region
364	793413	794297	+	1	793413	794297	lightblue	region
365	794500	797844	+	1	794500	797844	lightblue	region
366	798616	801346	+	3	798616	801346	lightblue	region
367	801602	802030	-	1	801602	802030	lightblue	region
368	802137	803915	-	1	802137	803915	lightblue	region
369	804070	804666	+	1	804070	804666	lightblue	region
37	64313	68746	+	5	64313	68746	lightblue	region
370	804663	807434	-	1	804663	807434	lightblue	region
371	807633	808100	+	1	807633	808100	lightblue	region
372	808432	821222	+	12	808432	821222	lightblue	region
373	821586	829413	+	10	821586	829413	lightblue	region
374	829426	830097	-	1	829426	830097	lightblue	region
376	831086	831670	-	1	831086	831670	lightblue	region
377	831922	832254	+	1	831922	832254	lightblue	region
378	832339	835223	+	2	832339	835223	lightblue	region
38	68856	71345	+	1	68856	71345	lightblue	region
380	837518	837483	-	2	837483	837518	lightblue	region
381	837818	838819	+	1	837818	838819	lightblue	region
382	838982	840187	+	1	838982	840187	lightblue	region
383	840222	841667	-	1	840222	841667	lightblue	region
384	842092	843204	+	1	842092	843204	lightblue	region
385	843294	843932	-	1	843294	843932	lightblue	region
386	844560	847244	+	1	844560	847244	lightblue	region
387	847353	848228	-	1	847353	848228	lightblue	region
388	848346	849905	-	1	848346	849905	lightblue	region
389	850259	853417	-	1	850259	853417	lightblue	region
39	71971	71974	-	2	71971	71974	lightblue	region
390	854029	854976	+	1	854029	854976	lightblue	region
391	855084	855665	-	1	855084	855665	lightblue	region
392	855813	866347	+	13	855813	866347	lightblue	region
393	866791	868221	+	1	866791	868221	lightblue	region
394	868434	869894	-	1	868434	869894	lightblue	region
396	871234	872391	+	1	871234	872391	lightblue	region
397	872433	873878	-	1	872433	873878	lightblue	region
398	874323	875540	+	1	874323	875540	lightblue	region
399	875645	876589	+	1	875645	876589	lightblue	region
4	6417	12528	+	6	6417	12528	lightblue	region
40	74740	74625	-	2	74625	74740	lightblue	region
401	877159	878079	-	1	877159	878079	lightblue	region
402	878157	878975	-	1	878157	878975	lightblue	region
403	879129	880133	-	1	879129	880133	lightblue	region
404	880567	881457	-	1	880567	881457	lightblue	region
405	881605	882600	-	1	881605	882600	lightblue	region
406	882939	883343	+	1	882939	883343	lightblue	region
407	883504	884328	-	1	883504	884328	lightblue	region
408	884432	884719	+	1	884432	884719	lightblue	region
409	885947	885830	-	2	885830	885947	lightblue	region
41	75831	77694	+	2	75831	77694	lightblue	region
410	888027	890027	+	1	888027	890027	lightblue	region
411	890101	890934	-	1	890101	890934	lightblue	region
412	891427	898995	+	6	891427	898995	lightblue	region
414	899665	900267	+	1	899665	900267	lightblue	region
415	901643	901586	-	2	901586	901643	lightblue	region
416	902380	903594	-	1	902380	903594	lightblue	region
417	903809	910990	+	6	903809	910990	lightblue	region
418	911022	912182	-	1	911022	912182	lightblue	region
419	912276	912821	+	1	912276	912821	lightblue	region
42	77874	78344	-	1	77874	78344	lightblue	region
420	912874	914889	-	1	912874	914889	lightblue	region
421	915104	916975	-	1	915104	916975	lightblue	region
422	917772	918647	+	1	917772	918647	lightblue	region
423	918803	919126	+	1	918803	919126	lightblue	region
424	919208	919696	-	1	919208	919696	lightblue	region
425	921087	920249	-	3	920249	921087	lightblue	region
426	921949	923223	+	2	921949	923223	lightblue	region
427	923400	924347	+	1	923400	924347	lightblue	region
428	924690	925895	+	1	924690	925895	lightblue	region
429	926160	928700	+	1	926160	928700	lightblue	region
43	78514	78843	-	1	78514	78843	lightblue	region
430	928967	932531	+	2	928967	932531	lightblue	region
431	932621	934447	-	1	932621	934447	lightblue	region
432	934806	935696	+	1	934806	935696	lightblue	region
433	937275	937290	-	2	937275	937290	lightblue	region
434	938432	939292	-	1	938432	939292	lightblue	region
436	939922	941217	+	1	939922	941217	lightblue	region
437	941530	942192	+	1	941530	942192	lightblue	region
438	942239	942859	-	1	942239	942859	lightblue	region
439	944371	943602	-	3	943602	944371	lightblue	region
44	79048	79416	+	1	79048	79416	lightblue	region
440	948074	948026	-	2	948026	948074	lightblue	region
442	949104	950573	+	1	949104	950573	lightblue	region
443	950805	953898	+	3	950805	953898	lightblue	region
444	955357	955354	-	2	955354	955357	lightblue	region
445	957649	965993	+	6	957649	965993	lightblue	region
446	966128	966439	+	1	966128	966439	lightblue	region
447	966622	969078	+	2	966622	969078	lightblue	region
448	969245	969682	+	1	969245	969682	lightblue	region
449	969989	970267	+	1	969989	970267	lightblue	region
450	970406	972639	+	3	970406	972639	lightblue	region
451	973064	976139	+	3	973064	976139	lightblue	region
452	977394	978925	+	2	977394	978925	lightblue	region
453	980003	983686	+	1	980003	983686	lightblue	region
454	983740	984516	-	1	983740	984516	lightblue	region
455	984584	985348	-	1	984584	985348	lightblue	region
456	985637	987869	+	2	985637	987869	lightblue	region
457	987912	989036	-	1	987912	989036	lightblue	region
458	989193	989687	+	1	989193	989687	lightblue	region
459	989865	992741	+	1	989865	992741	lightblue	region
46	80298	80921	+	1	80298	80921	lightblue	region
460	993418	993338	-	2	993338	993418	lightblue	region
461	995655	996494	+	1	995655	996494	lightblue	region
462	996729	997880	-	1	996729	997880	lightblue	region
463	998050	1000041	-	1	998050	1000041	lightblue	region
464	1000301	1004002	+	5	1000301	1004002	lightblue	region
465	1004182	1004721	+	1	1004182	1004721	lightblue	region
466	1005079	1006368	+	1	1005079	1006368	lightblue	region
467	1006480	1007016	-	1	1006480	1007016	lightblue	region
469	1007301	1009376	-	1	1007301	1009376	lightblue	region
47	81234	81237	-	2	81234	81237	lightblue	region
470	1009711	1010475	-	1	1009711	1010475	lightblue	region
471	1014121	1014118	-	2	1014118	1014121	lightblue	region
472	1014860	1018004	+	3	1014860	1018004	lightblue	region
473	1018119	1018649	-	1	1018119	1018649	lightblue	region
474	1018658	1024608	+	5	1018658	1024608	lightblue	region
475	1027681	1026253	-	3	1026253	1027681	lightblue	region
476	1029856	1030356	-	1	1029856	1030356	lightblue	region
477	1030477	1031139	-	1	1030477	1031139	lightblue	region
478	1031205	1031945	-	1	1031205	1031945	lightblue	region
479	1032278	1034158	+	1	1032278	1034158	lightblue	region
48	82037	85959	+	4	82037	85959	lightblue	region
480	1034176	1035162	-	1	1034176	1035162	lightblue	region
481	1035340	1037616	-	1	1035340	1037616	lightblue	region
482	1037883	1039424	-	1	1037883	1039424	lightblue	region
484	1040141	1043440	+	4	1040141	1043440	lightblue	region
485	1043499	1044305	-	1	1043499	1044305	lightblue	region
486	1044503	1046623	+	1	1044503	1046623	lightblue	region
487	1048225	1047411	-	3	1047411	1048225	lightblue	region
488	1050810	1051844	+	1	1050810	1051844	lightblue	region
489	1051963	1052637	+	1	1051963	1052637	lightblue	region
49	86162	87562	-	1	86162	87562	lightblue	region
490	1052666	1053124	-	1	1052666	1053124	lightblue	region
491	1055277	1054400	-	3	1054400	1055277	lightblue	region
492	1055917	1059673	+	4	1055917	1059673	lightblue	region
494	1060132	1062992	+	3	1060132	1062992	lightblue	region
495	1063447	1068779	+	7	1063447	1068779	lightblue	region
496	1068953	1070014	+	1	1068953	1070014	lightblue	region
497	1070089	1070661	-	1	1070089	1070661	lightblue	region
498	1070875	1073079	+	1	1070875	1073079	lightblue	region
5	12753	14546	-	1	12753	14546	lightblue	region
50	87870	88922	+	2	87870	88922	lightblue	region
500	1074084	1075604	-	1	1074084	1075604	lightblue	region
501	1075888	1077960	+	2	1075888	1077960	lightblue	region
502	1078675	1078678	-	2	1078675	1078678	lightblue	region
503	1080201	1080596	+	1	1080201	1080596	lightblue	region
504	1080722	1081195	+	1	1080722	1081195	lightblue	region
506	1082020	1082220	+	1	1082020	1082220	lightblue	region
507	1082300	1083322	-	1	1082300	1083322	lightblue	region
508	1083683	1084324	+	1	1083683	1084324	lightblue	region
509	1084359	1085345	-	1	1084359	1085345	lightblue	region
51	88959	90068	-	1	88959	90068	lightblue	region
510	1086370	1085894	-	3	1085894	1086370	lightblue	region
511	1086990	1087166	+	1	1086990	1087166	lightblue	region
512	1087314	1089659	-	1	1087314	1089659	lightblue	region
513	1092073	1091218	-	3	1091218	1092073	lightblue	region
514	1093010	1100152	+	8	1093010	1100152	lightblue	region
516	1101315	1103360	+	1	1101315	1103360	lightblue	region
518	1105360	1106130	+	1	1105360	1106130	lightblue	region
52	90466	92298	+	1	90466	92298	lightblue	region
520	1107098	1111621	+	1	1107098	1111621	lightblue	region
522	1113877	1114689	-	1	1113877	1114689	lightblue	region
523	1115749	1115952	+	1	1115749	1115952	lightblue	region
524	1116098	1116535	+	1	1116098	1116535	lightblue	region
525	1116596	1117636	-	1	1116596	1117636	lightblue	region
526	1117943	1119535	-	1	1117943	1119535	lightblue	region
528	1121899	1122384	+	1	1121899	1122384	lightblue	region
529	1126938	1128756	+	3	1126938	1128756	lightblue	region
53	92372	94120	-	1	92372	94120	lightblue	region
530	1133304	1139896	+	5	1133304	1139896	lightblue	region
531	1140109	1140660	+	1	1140109	1140660	lightblue	region
532	1140809	1141003	-	1	1140809	1141003	lightblue	region
533	1142035	1148048	+	6	1142035	1148048	lightblue	region
534	1148518	1149267	-	1	1148518	1149267	lightblue	region
537	1151641	1152294	+	1	1151641	1152294	lightblue	region
538	1153181	1154416	-	1	1153181	1154416	lightblue	region
54	94406	95203	+	1	94406	95203	lightblue	region
540	1158078	1158078	-	2	1158078	1158078	lightblue	region
541	1161606	1159966	-	3	1159966	1161606	lightblue	region
542	1163170	1165283	+	2	1163170	1165283	lightblue	region
543	1165590	1166501	-	1	1165590	1166501	lightblue	region
544	1167034	1169998	+	2	1167034	1169998	lightblue	region
545	1170197	1171402	+	1	1170197	1171402	lightblue	region
546	1171706	1171924	-	1	1171706	1171924	lightblue	region
547	1172713	1172709	-	2	1172709	1172713	lightblue	region
548	1173711	1174991	+	1	1173711	1174991	lightblue	region
55	95169	95627	-	1	95169	95627	lightblue	region
550	1175666	1178296	+	1	1175666	1178296	lightblue	region
551	1178965	1181638	+	2	1178965	1181638	lightblue	region
552	1181826	1182644	+	1	1181826	1182644	lightblue	region
553	1182994	1182960	-	2	1182960	1182994	lightblue	region
554	1184038	1184625	-	1	1184038	1184625	lightblue	region
555	1184984	1185994	-	1	1184984	1185994	lightblue	region
556	1186401	1187063	-	1	1186401	1187063	lightblue	region
557	1187288	1187992	+	1	1187288	1187992	lightblue	region
558	1188093	1188914	-	1	1188093	1188914	lightblue	region
559	1189031	1196337	+	4	1189031	1196337	lightblue	region
560	1196451	1197620	-	1	1196451	1197620	lightblue	region
561	1197975	1198886	-	1	1197975	1198886	lightblue	region
562	1199205	1199654	+	1	1199205	1199654	lightblue	region
563	1199692	1200135	-	1	1199692	1200135	lightblue	region
564	1200243	1200827	+	1	1200243	1200827	lightblue	region
565	1200943	1203300	-	1	1200943	1203300	lightblue	region
566	1203580	1206036	+	1	1203580	1206036	lightblue	region
567	1206170	1208938	-	1	1206170	1208938	lightblue	region
569	1209965	1210165	+	1	1209965	1210165	lightblue	region
570	1210172	1211089	-	1	1210172	1211089	lightblue	region
571	1211485	1213770	+	1	1211485	1213770	lightblue	region
572	1214445	1214503	-	2	1214445	1214503	lightblue	region
573	1214816	1215235	-	1	1214816	1215235	lightblue	region
574	1215395	1215940	-	1	1215395	1215940	lightblue	region
575	1216173	1216397	-	1	1216173	1216397	lightblue	region
576	1217235	1217242	-	2	1217235	1217242	lightblue	region
577	1218169	1218402	-	1	1218169	1218402	lightblue	region
578	1218754	1219596	+	1	1218754	1219596	lightblue	region
579	1220275	1224174	+	3	1220275	1224174	lightblue	region
580	1224373	1226109	+	1	1224373	1226109	lightblue	region
581	1226172	1227380	-	1	1226172	1227380	lightblue	region
582	1227566	1228471	+	1	1227566	1228471	lightblue	region
583	1228606	1228995	+	1	1228606	1228995	lightblue	region
584	1233419	1229802	-	6	1229802	1233419	lightblue	region
585	1235155	1236171	-	1	1235155	1236171	lightblue	region
586	1236381	1237678	+	3	1236381	1237678	lightblue	region
587	1237850	1243053	+	3	1237850	1243053	lightblue	region
588	1243140	1243721	+	1	1243140	1243721	lightblue	region
589	1243809	1244999	-	1	1243809	1244999	lightblue	region
59	107453	108457	-	1	107453	108457	lightblue	region
590	1245104	1246558	-	1	1245104	1246558	lightblue	region
591	1246967	1248253	+	1	1246967	1248253	lightblue	region
592	1248354	1249061	+	1	1248354	1249061	lightblue	region
593	1252074	1249739	-	4	1249739	1252074	lightblue	region
594	1253430	1253873	-	1	1253430	1253873	lightblue	region
595	1254020	1254286	+	1	1254020	1254286	lightblue	region
597	1256702	1255769	-	3	1255769	1256702	lightblue	region
598	1257818	1259071	-	1	1257818	1259071	lightblue	region
6	14679	15620	-	1	14679	15620	lightblue	region
60	112549	111080	-	3	111080	112549	lightblue	region
600	1259407	1260270	+	1	1259407	1260270	lightblue	region
601	1260353	1261705	-	1	1260353	1261705	lightblue	region
602	1262409	1269371	+	3	1262409	1269371	lightblue	region
603	1269405	1271825	-	1	1269405	1271825	lightblue	region
604	1272153	1273799	+	1	1272153	1273799	lightblue	region
605	1273880	1275643	-	1	1273880	1275643	lightblue	region
607	1276208	1276816	+	1	1276208	1276816	lightblue	region
609	1278511	1280214	-	1	1278511	1280214	lightblue	region
61	113746	114336	-	1	113746	114336	lightblue	region
611	1280985	1281758	+	1	1280985	1281758	lightblue	region
612	1281908	1282186	-	1	1281908	1282186	lightblue	region
613	1284378	1283717	-	3	1283717	1284378	lightblue	region
614	1285050	1286834	-	1	1285050	1286834	lightblue	region
615	1286968	1287663	+	1	1286968	1287663	lightblue	region
616	1287983	1289188	+	1	1287983	1289188	lightblue	region
617	1289935	1291371	-	1	1289935	1291371	lightblue	region
618	1291499	1292875	+	1	1291499	1292875	lightblue	region
619	1293001	1297225	+	2	1293001	1297225	lightblue	region
62	114514	115923	-	1	114514	115923	lightblue	region
620	1297504	1298652	+	1	1297504	1298652	lightblue	region
621	1299250	1303393	+	2	1299250	1303393	lightblue	region
623	1305568	1305566	-	2	1305566	1305568	lightblue	region
624	1307302	1318368	+	1	1307302	1318368	lightblue	region
625	1318414	1319736	-	1	1318414	1319736	lightblue	region
626	1319916	1320464	-	1	1319916	1320464	lightblue	region
627	1321844	1322713	+	1	1321844	1322713	lightblue	region
628	1322744	1322977	-	1	1322744	1322977	lightblue	region
629	1323145	1324742	+	2	1323145	1324742	lightblue	region
63	116410	118239	+	1	116410	118239	lightblue	region
630	1324815	1325039	+	1	1324815	1325039	lightblue	region
631	1325043	1325756	-	1	1325043	1325756	lightblue	region
632	1325965	1326906	-	1	1325965	1326906	lightblue	region
633	1327047	1327421	+	1	1327047	1327421	lightblue	region
634	1330723	1328573	-	4	1328573	1330723	lightblue	region
636	1332872	1335174	+	2	1332872	1335174	lightblue	region
637	1336044	1337021	+	1	1336044	1337021	lightblue	region
638	1337153	1337956	+	1	1337153	1337956	lightblue	region
639	1338071	1338757	+	1	1338071	1338757	lightblue	region
64	118346	121237	+	4	118346	121237	lightblue	region
640	1338760	1339821	-	1	1338760	1339821	lightblue	region
642	1340436	1341197	-	1	1340436	1341197	lightblue	region
643	1341409	1342842	+	1	1341409	1342842	lightblue	region
644	1343286	1346637	+	3	1343286	1346637	lightblue	region
645	1348027	1347941	-	2	1347941	1348027	lightblue	region
646	1351721	1349882	-	3	1349882	1351721	lightblue	region
647	1352630	1353493	+	1	1352630	1353493	lightblue	region
648	1356033	1356036	-	2	1356033	1356036	lightblue	region
649	1357702	1361351	+	4	1357702	1361351	lightblue	region
65	121279	123165	-	1	121279	123165	lightblue	region
650	1361507	1362312	+	2	1361507	1362312	lightblue	region
651	1362390	1362740	+	1	1362390	1362740	lightblue	region
652	1364272	1364256	-	2	1364256	1364272	lightblue	region
653	1365175	1367501	+	2	1365175	1367501	lightblue	region
654	1372022	1368275	-	5	1368275	1372022	lightblue	region
655	1373332	1374456	-	1	1373332	1374456	lightblue	region
656	1374568	1375497	+	1	1374568	1375497	lightblue	region
657	1375562	1377736	-	1	1375562	1377736	lightblue	region
658	1378149	1380654	+	2	1378149	1380654	lightblue	region
659	1380789	1381632	+	2	1380789	1381632	lightblue	region
66	123352	124980	-	1	123352	124980	lightblue	region
660	1386202	1382418	-	6	1382418	1386202	lightblue	region
661	1387825	1392701	+	6	1387825	1392701	lightblue	region
662	1393008	1393856	+	1	1393008	1393856	lightblue	region
663	1393863	1394846	-	1	1393863	1394846	lightblue	region
664	1395050	1396423	-	1	1395050	1396423	lightblue	region
665	1396678	1396881	-	1	1396678	1396881	lightblue	region
666	1397039	1397905	-	1	1397039	1397905	lightblue	region
667	1398428	1398769	+	1	1398428	1398769	lightblue	region
668	1398780	1399280	-	1	1398780	1399280	lightblue	region
669	1399369	1401390	+	1	1399369	1401390	lightblue	region
67	126226	126207	-	2	126207	126226	lightblue	region
670	1401392	1402183	-	1	1401392	1402183	lightblue	region
671	1402283	1403020	+	1	1402283	1403020	lightblue	region
672	1403184	1404092	+	1	1403184	1404092	lightblue	region
673	1408421	1406423	-	5	1406423	1408421	lightblue	region
674	1409540	1413017	+	2	1409540	1413017	lightblue	region
675	1413229	1414821	+	1	1413229	1414821	lightblue	region
676	1414928	1415761	-	1	1414928	1415761	lightblue	region
677	1415899	1417054	+	2	1415899	1417054	lightblue	region
678	1417252	1419595	+	2	1417252	1419595	lightblue	region
679	1419672	1424839	+	5	1419672	1424839	lightblue	region
68	126833	138089	+	12	126833	138089	lightblue	region
680	1424976	1425716	+	1	1424976	1425716	lightblue	region
681	1426345	1426333	-	2	1426333	1426345	lightblue	region
682	1427669	1428145	+	1	1427669	1428145	lightblue	region
